"State","Year","AnnualAVG","AnnualAVG_percent","Population 18-24","Population 25-44","Population 45-64","Male Population","White Alone","Hispanic","GDP","Description","MinWage","Median Income","Population","PopulationMillions","Region","TreatYear","Treated"
"Maine",2011,644884.833333333,59.7416666666667,116576,312028,414720,650466,"1267714","17725",4384583,"All industry total ",7.5,66920,1328.473,1.328473,"NE",2016,0
"Maine",2012,650424.666666667,60.075,116310,309214,411360,650263,"1266076","18244",4541224,"All industry total ",7.5,64950,1328.094,1.328094,"NE",2016,0
"Maine",2013,657259.25,60.575,115143,308049,408472,650942,"1264979","19160",4623614,"All industry total ",7.5,71740,1328.543,1.328543,"NE",2016,0
"Maine",2014,659099,60.5083333333333,113968,308237,405947,651946,"1265262","20168",4973782,"All industry total ",7.5,66560,1331.217,1.331217,"NE",2016,0
"Maine",2015,657691.416666667,60.2583333333333,112181,306867,403338,650756,"1262234","20640",5234173,"All industry total ",7.5,65380,1329.098,1.329098,"NE",2016,0
"Maine",2016,667738.333333333,60.9916666666667,110768,307468,400978,652321,"1263175","21325",5380516,"All industry total ",7.5,64930,1332.348,1.332348,"NE",2016,1
"Maine",2017,680081.833333333,61.4666666666667,108710,309837,397519,654184,"1264917","22132",5515571,"All industry total ",9,66890,1335.743,1.335743,"NE",2016,1
"Maine",2018,678538.916666667,60.9833333333333,108169,313067,392055,656203,"1267464","22888",5877994,"All industry total ",10,72150,1340.123,1.340123,"NE",2016,1
"Maine",2019,677490.833333333,60.5,106975,317572,386412,659096,"1270533","24098",6490341,"All industry total ",11,80650,1345.77,1.34577,"NE",2016,1
"Maine",2020,636566.333333333,56.4,106725,324400,388727,672613,"1286842","26885",4584591,"All industry total ",12,76400,1364.571,1.364571,"NE",2016,1
"Maine",2021,653346.333333333,57.2333333333333,109315,332260,384237,679486,"1298166","28449",5319427,"All industry total ",12.15,81680,1378.931,1.378931,"NE",2016,1
"Maine",2022,655215.5,56.85,111332,338201,379154,685417,"1305784","30258",6926461,"All industry total ",12.75,80130,1390.922,1.390922,"NE",2016,1
"Maryland",2000,2702613.25,67.6666666666667,454223,1663110,1235297,2565003,"3498455","231155",11649329,"All industry total ",5.15,93240,5311.034,5.311034,"S",2022,0
"Maryland",2001,2717226.41666667,67.0916666666667,470318,1652198,1277071,2594827,"3514540","251351",12368908,"All industry total ",5.15,89510,5374.691,5.374691,"S",2022,0
"Maryland",2002,2735451.5,66.6166666666667,484638,1643595,1321843,2625192,"3531821","273885",13003466,"All industry total ",5.15,93160,5440.389,5.440389,"S",2022,0
"Maryland",2003,2742247.83333333,65.9583333333333,498098,1632141,1363393,2652422,"3541596","297565",13595359,"All industry total ",5.15,84630,5496.269,5.496269,"S",2022,0
"Maryland",2004,2751687.66666667,65.3916666666667,508100,1620262,1404618,2676892,"3545041","322895",14530751,"All industry total ",5.15,90120,5546.935,5.546935,"S",2022,0
"Maryland",2005,2800381.41666667,65.8333333333333,517295,1610134,1443478,2700618,"3544058","350749",16792281,"All industry total ",5.15,92820,5592.379,5.592379,"S",2022,0
"Maryland",2006,2859388.33333333,66.5833333333333,525903,1598650,1478738,2719404,"3537775","379462",17561082,"All industry total ",5.15,94900,5627.367,5.627367,"S",2022,0
"Maryland",2007,2878633.16666667,66.5416666666667,535532,1580856,1508904,2733299,"3528708","406186",17770150,"All industry total ",6.15,95380,5653.408,5.653408,"S",2022,0
"Maryland",2008,2891045.75,66.3583333333333,543624,1569212,1534657,2749177,"3526113","430375",17393871,"All industry total ",6.15,89320,5684.965,5.684965,"S",2022,0
"Maryland",2009,2819926.91666667,64.1166666666667,552217,1558062,1571495,2770387,"3531017","452784",15884131,"All industry total ",6.55,90350,5730.388,5.730388,"S",2022,0
"Maryland",2010,2837523.33333333,63.225,559248,1559999,1604929,2799968,"3545672","475192",18200079,"All industry total ",7.25,89150,5788.784,5.788784,"S",2022,0
"Maryland",2011,2870546.75,63.05,565513,1565647,1629548,2826727,"3560031","492182",18325180,"All industry total ",7.25,92760,5840.241,5.840241,"S",2022,0
"Maryland",2012,2906879.5,63.1833333333333,564898,1576277,1635099,2852253,"3572455","509264",18898768,"All industry total ",7.25,94910,5888.375,5.888375,"S",2022,0
"Maryland",2013,2925343.25,63.0583333333333,563784,1583098,1640547,2870851,"3576233","525492",19632042,"All industry total ",7.25,90530,5925.197,5.925197,"S",2022,0
"Maryland",2014,2945698.75,63.075,559354,1587160,1644344,2887562,"3576322","546085",21378301,"All industry total ",7.25,98030,5960.064,5.960064,"S",2022,0
"Maryland",2015,2983590.66666667,63.5,551322,1591574,1650195,2901870,"3569943","564266",22155651,"All industry total ",8.25,94790,5988.528,5.988528,"S",2022,0
"Maryland",2016,3020666.16666667,64.05,542261,1591516,1650436,2911529,"3561311","582352",22682964,"All industry total ",8.75,94170,6007.014,6.007014,"S",2022,0
"Maryland",2017,3114401.83333333,64.9083333333333,536434,1598109,1645612,2921435,"3552500","601426",23837316,"All industry total ",9.25,103000,6028.186,6.028186,"S",2022,0
"Maryland",2018,3145989.58333333,65.2166666666667,530619,1606802,1631793,2927093,"3543575","620598",25133657,"All industry total ",10.1,106000,6042.153,6.042153,"S",2022,0
"Maryland",2019,3221352.66666667,66.475,527070,1614798,1614603,2932474,"3532244","638293",25868383,"All industry total ",10.1,115800,6054.954,6.054954,"S",2022,0
"Maryland",2020,3030163.08333333,62.175,523966,1650503,1641935,3009069,"3588657","731809",13913644,"All industry total ",11,113700,6177.935,6.177935,"S",2022,0
"Maryland",2021,3005606,61.5333333333333,525850,1655240,1622119,3008789,"3572426","744135",18831886,"All industry total ",11.75,111700,6179.403,6.179403,"S",2022,0
"Maryland",2022,3068035.25,62.8,524576,1658700,1603357,3012822,"3556123","769573",28914101,"All industry total ",12.5,115400,6192.44,6.19244,"S",2022,1
"Massachusetts",2000,3246514.58333333,65.8583333333333,582419,1986325,1430128,3064859,"5610140","433611",13375713,"All industry total ",6,79940,6361.104,6.361104,"NE",2016,0
"Massachusetts",2001,3258080.25,65.5166666666667,594747,1967815,1472697,3085067,"5613591","455161",13956431,"All industry total ",6.75,87370,6397.634,6.397634,"NE",2016,0
"Massachusetts",2002,3257060,65.0666666666667,602799,1940811,1515932,3097770,"5604564","473815",14633741,"All industry total ",6.75,82340,6417.206,6.417206,"NE",2016,0
"Massachusetts",2003,3223150.25,64.1,612982,1905515,1557067,3101748,"5584298","490907",15605545,"All industry total ",6.75,82440,6422.565,6.422565,"NE",2016,0
"Massachusetts",2004,3225977.08333333,63.9583333333333,617664,1867029,1597141,3097647,"5551053","506289",16940094,"All industry total ",6.75,82100,6412.281,6.412281,"NE",2016,0
"Massachusetts",2005,3223258.83333333,63.675,623551,1828665,1636919,3094280,"5518356","521987",17607900,"All industry total ",6.75,85920,6403.29,6.40329,"NE",2016,0
"Massachusetts",2006,3250525.41666667,63.825,637145,1795786,1675719,3098899,"5499169","540944",18016327,"All industry total ",6.75,82470,6410.084,6.410084,"NE",2016,0
"Massachusetts",2007,3278459.66666667,63.8583333333333,648900,1769742,1712977,3109906,"5494246","561049",18096637,"All industry total ",7.5,84970,6431.559,6.431559,"NE",2016,0
"Massachusetts",2008,3281500.83333333,63.2916666666667,661626,1754618,1745822,3128237,"5501017","584748",18271047,"All industry total ",8,84560,6468.967,6.468967,"NE",2016,0
"Massachusetts",2009,3191218.5,60.925,674971,1741440,1786581,3151754,"5517152","609411",18592218,"All industry total ",8,83570,6517.613,6.517613,"NE",2016,0
"Massachusetts",2010,3198448,60.8833333333333,685194,1733847,1823288,3176189,"5534312","633935",19648785,"All industry total ",8,84610,6566.44,6.56644,"NE",2016,0
"Massachusetts",2011,3232509.33333333,61.05,691840,1739439,1850759,3201390,"5547178","658108",20455684,"All industry total ",8,85260,6614.218,6.614218,"NE",2016,0
"Massachusetts",2012,3271573.83333333,61.1416666666667,694540,1750864,1855693,3228809,"5558944","683412",21096486,"All industry total ",8,84100,6664.269,6.664269,"NE",2016,0
"Massachusetts",2013,3284165.08333333,60.7416666666667,698578,1763790,1864091,3254176,"5571813","708254",22111552,"All industry total ",8,81620,6715.158,6.715158,"NE",2016,0
"Massachusetts",2014,3364106.75,61.6,702372,1776057,1872523,3279870,"5583210","733887",23860180,"All industry total ",8,81280,6764.864,6.764864,"NE",2016,0
"Massachusetts",2015,3418325.08333333,62.1,701325,1782438,1879031,3296395,"5581445","758599",25095703,"All industry total ",9,87410,6797.484,6.797484,"NE",2016,0
"Massachusetts",2016,3472462.41666667,62.6333333333333,702092,1790012,1879270,3312204,"5574810","781399",26094507,"All industry total ",10,92260,6827.28,6.82728,"NE",2016,1
"Massachusetts",2017,3582111.58333333,63.35,701432,1809145,1872957,3330954,"5572724","807861",26936312,"All industry total ",11,95660,6863.56,6.86356,"NE",2016,1
"Massachusetts",2018,3685597.41666667,64.7166666666667,697393,1827900,1858053,3341301,"5565295","833650",28615326,"All industry total ",11,106200,6885.72,6.88572,"NE",2016,1
"Massachusetts",2019,3725415,65.075,692509,1844455,1836540,3346503,"5545565","850345",29093975,"All industry total ",12,106300,6894.883,6.894883,"NE",2016,1
"Massachusetts",2020,3397940.08333333,59.2083333333333,662475,1885008,1871562,3419401,"5607730","888018",15580916,"All industry total ",12.75,105300,6994.598,6.994598,"NE",2016,1
"Massachusetts",2021,3536383.5,61.55,690181,1883377,1844393,3420996,"5588490","902997",20223715,"All industry total ",13.5,99390,7000.474,7.000474,"NE",2016,1
"Massachusetts",2022,3603935.08333333,62.65,693987,1898409,1817724,3430944,"5567884","929439",32400578,"All industry total ",14.25,99720,7022.468,7.022468,"NE",2016,1
"Michigan",2000,4968259.41666667,66.1,936873,2952464,2245700,4880268,"8143698","327050",22310368,"All industry total ",5.15,77820,9952.45,9.95245,"MW",2018,0
"Michigan",2001,4871147.83333333,64.3333333333333,955459,2905689,2310403,4901831,"8158479","343617",22282283,"All industry total ",5.15,75320,9991.12,9.99112,"MW",2018,0
"Michigan",2002,4723716.5,62,968580,2851453,2381204,4915539,"8162776","357136",22658266,"All industry total ",5.15,70540,10015.71,10.01571,"MW",2018,0
"Michigan",2003,4678458.5,61.0083333333333,983181,2801823,2448494,4930631,"8167476","369577",24639462,"All industry total ",5.15,72840,10041.152,10.041152,"MW",2018,0
"Michigan",2004,4702857.91666667,61.025,987400,2754780,2512778,4937386,"8164812","381150",25919934,"All industry total ",5.15,66690,10055.315,10.055315,"MW",2018,0
"Michigan",2005,4726095.08333333,61.075,982064,2708190,2573778,4936817,"8147170","392685",27882056,"All industry total ",5.15,70450,10051.137,10.051137,"MW",2018,0
"Michigan",2006,4701053.25,60.55,975541,2658755,2628794,4929460,"8120608","403658",28364138,"All industry total ",5.15,72510,10036.081,10.036081,"MW",2018,0
"Michigan",2007,4641232.83333333,59.6916666666667,967382,2601061,2671540,4910249,"8079951","412393",29388003,"All industry total ",6.95,71750,10001.284,10.001284,"MW",2018,0
"Michigan",2008,4512780.83333333,58.0583333333333,970359,2537217,2699413,4880990,"8025124","420926",28131790,"All industry total ",7.15,69800,9946.889,9.946889,"MW",2018,0
"Michigan",2009,4222638.58333333,54.3333333333333,972787,2476233,2736345,4857253,"7976600","429423",29192949,"All industry total ",7.4,64740,9901.591,9.901591,"MW",2018,0
"Michigan",2010,4174466.25,53.9416666666667,976451,2433592,2767074,4845205,"7941821","437946",28975964,"All industry total ",7.4,64260,9877.597,9.877597,"MW",2018,0
"Michigan",2011,4201492.83333333,54.1833333333333,993549,2409475,2789470,4848547,"7930629","447156",28306392,"All industry total ",7.4,65830,9883.053,9.883053,"MW",2018,0
"Michigan",2012,4262696.66666667,54.7083333333333,1011506,2394343,2776205,4859376,"7928025","459013",28535227,"All industry total ",7.4,66080,9898.289,9.898289,"MW",2018,0
"Michigan",2013,4324877.75,55.2583333333333,1020041,2389880,2767445,4869738,"7928827","468717",29126565,"All industry total ",7.4,73840,9914.802,9.914802,"MW",2018,0
"Michigan",2014,4415420.08333333,56.1666666666667,1019192,2391122,2759722,4881058,"7928393","478157",29547724,"All industry total ",8.15,66930,9932.033,9.932033,"MW",2018,0
"Michigan",2015,4502705.41666667,57.1083333333333,1004746,2395130,2752984,4885706,"7916362","486925",29375229,"All industry total ",8.15,69820,9934.483,9.934483,"MW",2018,0
"Michigan",2016,4606582.33333333,58.1833333333333,987682,2410700,2743130,4898650,"7916521","498873",30563953,"All industry total ",8.5,72890,9954.117,9.954117,"MW",2018,0
"Michigan",2017,4685341.83333333,58.575,973775,2433737,2723198,4912208,"7919930","509922",31000451,"All industry total ",8.9,70770,9976.752,9.976752,"MW",2018,0
"Michigan",2018,4738464.83333333,59,960487,2457668,2693103,4918489,"7916061","521419",33423914,"All industry total ",9.25,74350,9987.286,9.987286,"MW",2018,1
"Michigan",2019,4773677.33333333,59.3,945290,2478209,2653798,4918052,"7904285","533351",33847116,"All industry total ",9.45,77710,9984.795,9.984795,"MW",2018,1
"Michigan",2020,4377042.25,54.25,939419,2511840,2662899,4994171,"7955796","565946",17372758,"All industry total ",9.65,77240,10072.703,10.072703,"MW",2018,1
"Michigan",2021,4501759.58333333,55.8083333333333,916153,2527983,2618783,4978153,"7922220","575444",23959733,"All industry total ",9.65,74040,10041.351,10.041351,"MW",2018,1
"Michigan",2022,4633371.33333333,57.3416666666667,926418,2542465,2574100,4981064,"7914468","589607",38990657,"All industry total ",9.87,73550,10050.877,10.050877,"MW",2018,1
"Minnesota",2000,2714339.08333333,72.75,473390,1496022,1079183,2443070,"4484113","145301",11325550,"All industry total ",5.15,92760,4933.692,4.933692,"MW",2023,0
"Minnesota",2001,2740281.5,72.4833333333333,486444,1486814,1119406,2468647,"4509697","158050",11620313,"All industry total ",5.15,88090,4982.796,4.982796,"MW",2023,0
"Minnesota",2002,2744959,71.8,496503,1471180,1159615,2487730,"4523713","168979",12603237,"All industry total ",5.15,90210,5018.935,5.018935,"MW",2023,0
"Minnesota",2003,2754436.5,71.35,508666,1453237,1199412,2506573,"4536583","179719",12581680,"All industry total ",5.15,85460,5053.572,5.053572,"MW",2023,0
"Minnesota",2004,2759484.16666667,70.875,513913,1438206,1239429,2523676,"4547732","190294",13527683,"All industry total ",5.15,88550,5087.713,5.087713,"MW",2023,0
"Minnesota",2005,2763594.08333333,70.3333333333333,515385,1423781,1280104,2540052,"4556199","201462",13999786,"All industry total ",5.15,83160,5119.598,5.119598,"MW",2023,0
"Minnesota",2006,2771738.58333333,69.7916666666667,517679,1412852,1320237,2562604,"4573137","212924",15119229,"All industry total ",6.15,83790,5163.555,5.163555,"MW",2023,0
"Minnesota",2007,2766114.58333333,68.9333333333333,512542,1411388,1355887,2584652,"4589755","223561",15411134,"All industry total ",6.16,84380,5207.203,5.207203,"MW",2023,0
"Minnesota",2008,2755765.16666667,68.0416666666667,512238,1405692,1386084,2604346,"4604227","234029",15550041,"All industry total ",6.16,77000,5247.018,5.247018,"MW",2023,0
"Minnesota",2009,2700955.83333333,66.1416666666667,508202,1399672,1416737,2621245,"4616560","242894",15944948,"All industry total ",6.16,78950,5281.203,5.281203,"MW",2023,0
"Minnesota",2010,2723277.5,66.1583333333333,502870,1396175,1442235,2635642,"4625280","251621",17545742,"All industry total ",6.16,72650,5310.934,5.310934,"MW",2023,0
"Minnesota",2011,2759782.75,66.4916666666667,504923,1399317,1462268,2654473,"4636560","257175",18243047,"All industry total ",6.16,77870,5346.62,5.34662,"MW",2023,0
"Minnesota",2012,2783839.91666667,66.5166666666667,506356,1403210,1462121,2671273,"4645496","263033",18394096,"All industry total ",6.16,81640,5377.5,5.3775,"MW",2023,0
"Minnesota",2013,2812495.41666667,66.6666666666667,507812,1410350,1464743,2690446,"4658718","270372",20672255,"All industry total ",6.15,83970,5414.722,5.414722,"MW",2023,0
"Minnesota",2014,2852632,67.1,509052,1415946,1466977,2710495,"4669398","276916",20386244,"All industry total ",8,86550,5452.665,5.452665,"MW",2023,0
"Minnesota",2015,2892147.41666667,67.525,507680,1419957,1468460,2728020,"4673427","284102",20868381,"All industry total ",9,88530,5484.002,5.484002,"MW",2023,0
"Minnesota",2016,2906932.83333333,67.3083333333333,507340,1428324,1466933,2750016,"4683767","291460",22342055,"All industry total ",9.5,89650,5525.36,5.52536,"MW",2023,0
"Minnesota",2017,2963368,67.6583333333333,502816,1449232,1458520,2772763,"4697752","300490",23005879,"All industry total ",9.5,87800,5569.283,5.569283,"MW",2023,0
"Minnesota",2018,2981973.66666667,67.4833333333333,499755,1471391,1445786,2793439,"4708611","309182",23692927,"All industry total ",9.65,88330,5608.762,5.608762,"MW",2023,0
"Minnesota",2019,3008067.5,67.55,497542,1490089,1429898,2809390,"4714550","315863",24020721,"All industry total ",9.86,98680,5640.053,5.640053,"MW",2023,0
"Minnesota",2020,2936127.58333333,65.4416666666667,496973,1511640,1439538,2863268,"4755991","346693",11759674,"All industry total ",10,94460,5710.735,5.710735,"MW",2023,0
"Minnesota",2021,2924662,64.925,500379,1517457,1421613,2867665,"4745159","353134",15421107,"All industry total ",10.08,92360,5718.66,5.71866,"MW",2023,0
"Minnesota",2022,2995632.66666667,66.2916666666667,496890,1520005,1402678,2867830,"4723205","363262",26381683,"All industry total ",10.33,96350,5721.621,5.721621,"MW",2023,0
"Missouri",2000,2870511.91666667,67.7583333333333,539169,1623972,1259530,2727498,"4811076","119859",10701182,"All industry total ",5.15,77110,5607.285,5.607285,"MW",2022,0
"Missouri",2001,2852849.83333333,66.775,552622,1606777,1296984,2745666,"4829908","128844",10840294,"All industry total ",5.15,69120,5641.142,5.641142,"MW",2022,0
"Missouri",2002,2823788.83333333,65.5083333333333,563553,1590123,1337174,2764349,"4848677","137828",11721706,"All industry total ",5.15,70650,5674.825,5.674825,"MW",2022,0
"Missouri",2003,2814222.16666667,64.75,574714,1572464,1376928,2782847,"4868796","146861",11822878,"All industry total ",5.15,70800,5709.403,5.709403,"MW",2022,0
"Missouri",2004,2819680.41666667,64.2833333333333,583646,1560550,1415041,2805056,"4891042","156048",12690697,"All industry total ",5.15,66500,5747.741,5.747741,"MW",2022,0
"Missouri",2005,2847395.08333333,64.2083333333333,584938,1551228,1457220,2827430,"4917028","165970",13565970,"All industry total ",5.15,65930,5790.3,5.7903,"MW",2022,0
"Missouri",2006,2888520.66666667,64.3583333333333,583691,1547126,1498951,2855141,"4951012","177085",13945100,"All industry total ",5.15,66450,5842.704,5.842704,"MW",2022,0
"Missouri",2007,2902890.66666667,64.0333333333333,583425,1542309,1534187,2880119,"4980125","187515",14634723,"All industry total ",6.5,66860,5887.612,5.887612,"MW",2022,0
"Missouri",2008,2875337.66666667,62.8416666666667,586722,1532837,1563077,2899079,"5001808","197017",14757258,"All industry total ",6.65,64540,5923.916,5.923916,"MW",2022,0
"Missouri",2009,2785917.75,60.4333333333333,588424,1527653,1591432,2919067,"5023152","205920",14074467,"All industry total ",7.05,68650,5961.088,5.961088,"MW",2022,0
"Missouri",2010,2754011.58333333,59.4916666666667,589751,1525162,1615896,2937213,"5042507","213886",14465044,"All industry total ",7.25,63620,5996.089,5.996089,"MW",2022,0
"Missouri",2011,2770296.75,59.5833333333333,592050,1525076,1627017,2945437,"5046154","219132",14768521,"All industry total ",7.25,61640,6011.182,6.011182,"MW",2022,0
"Missouri",2012,2789233,59.7083333333333,595425,1524202,1617866,2953531,"5050493","224529",15036741,"All industry total ",7.25,65750,6026.027,6.026027,"MW",2022,0
"Missouri",2013,2808030.33333333,59.8583333333333,596768,1527743,1612158,2963712,"5055852","230081",15411393,"All industry total ",7.35,60440,6042.989,6.042989,"MW",2022,0
"Missouri",2014,2848543.41666667,60.4166666666667,593172,1531997,1607402,2972346,"5060202","236044",15672410,"All industry total ",7.5,72890,6059.13,6.05913,"MW",2022,0
"Missouri",2015,2901888.91666667,61.2916666666667,587333,1536240,1605643,2981334,"5064160","242346",15814671,"All industry total ",7.65,76250,6075.411,6.075411,"MW",2022,0
"Missouri",2016,2933058.08333333,61.675,578280,1541799,1603211,2989883,"5070005","248916",16279479,"All industry total ",7.65,70240,6091.384,6.091384,"MW",2022,0
"Missouri",2017,2939139.75,61.55,570081,1556158,1594793,3000001,"5077635","255932",17062177,"All industry total ",7.7,70930,6111.382,6.111382,"MW",2022,0
"Missouri",2018,2949776.66666667,61.575,565574,1568375,1580631,3006980,"5082043","262910",17897262,"All industry total ",7.85,75920,6125.986,6.125986,"MW",2022,0
"Missouri",2019,2975793.5,61.8416666666667,561768,1579763,1562557,3012629,"5086254","269836",18075054,"All industry total ",8.6,73440,6140.475,6.140475,"MW",2022,0
"Missouri",2020,2851196.83333333,58.9083333333333,559288,1587796,1559036,3039099,"5084126","304215",6023508,"All industry total ",9.45,74580,6154.744,6.154744,"MW",2022,0
"Missouri",2021,2925590.91666667,60.1666666666667,563324,1600751,1541889,3047561,"5092753","312427",10982674,"All industry total ",10.3,73010,6171.374,6.171374,"MW",2022,0
"Missouri",2022,2983990.08333333,61.125,561185,1607555,1523439,3050619,"5095431","322180",20384137,"All industry total ",11.15,76240,6179.414,6.179414,"MW",2022,1
"Nebraska",2000,912693.75,71.0916666666667,175138,486133,369739,844840,"1587253","95505",2470431,"All industry total ",5.15,71380,1713.82,1.71382,"MW",NA,0
"Nebraska",2001,915494.166666667,70.9166666666667,178947,478968,381333,848628,"1588686","103215",2722977,"All industry total ",5.15,72920,1719.836,1.719836,"MW",NA,0
"Nebraska",2002,918054.666666667,70.675,182262,473420,392697,853489,"1592778","110994",3579228,"All industry total ",5.15,70680,1728.292,1.728292,"MW",NA,0
"Nebraska",2003,928727.833333333,71.0583333333333,185977,468695,404529,859281,"1598208","118380",3907842,"All industry total ",5.15,71140,1738.643,1.738643,"MW",NA,0
"Nebraska",2004,935644,71.15,188301,464418,416161,865386,"1604000","124667",4264630,"All industry total ",5.15,69110,1749.37,1.74937,"MW",NA,0
"Nebraska",2005,935789.333333333,70.6666666666667,189908,460291,428954,872029,"1611295","131467",4000210,"All industry total ",5.15,73510,1761.497,1.761497,"MW",NA,0
"Nebraska",2006,941835.166666667,70.625,188966,458133,440260,878006,"1616934","138481",4530984,"All industry total ",5.15,71760,1772.693,1.772693,"MW",NA,0
"Nebraska",2007,950494.25,70.8,185312,458373,450087,883334,"1622610","145077",5015084,"All industry total ",5.15,71470,1783.44,1.78344,"MW",NA,0
"Nebraska",2008,955286.166666667,70.6333333333333,184622,459084,458137,890564,"1629008","152703",5045578,"All industry total ",5.85,71120,1796.378,1.796378,"MW",NA,0
"Nebraska",2009,942244.916666667,69.125,183325,462372,466311,899064,"1639946","160871",4916615,"All industry total ",6.55,69810,1812.683,1.812683,"MW",NA,0
"Nebraska",2010,945262.333333333,68.1833333333333,182533,466962,473045,908128,"1651165","169210",5276627,"All industry total ",7.25,72900,1829.591,1.829591,"MW",NA,0
"Nebraska",2011,959233.166666667,68.5166666666667,183810,469633,477245,914129,"1657875","174377",5455899,"All industry total ",7.25,74900,1840.914,1.840914,"MW",NA,0
"Nebraska",2012,973500.333333333,69.0083333333333,185748,472586,475374,921143,"1665393","179996",5528510,"All industry total ",7.25,68960,1853.691,1.853691,"MW",NA,0
"Nebraska",2013,977855.833333333,68.825,187461,476013,474231,928270,"1672344","186012",5732256,"All industry total ",7.25,75220,1865.813,1.865813,"MW",NA,0
"Nebraska",2014,979639.416666667,68.45,190139,478578,472855,936181,"1678626","191110",6274647,"All industry total ",7.25,73200,1879.955,1.879955,"MW",NA,0
"Nebraska",2015,981459.75,68.1083333333333,191180,480347,471612,943017,"1684197","196521",6447789,"All industry total ",8,77890,1892.059,1.892059,"MW",NA,0
"Nebraska",2016,984889.333333333,67.8,191947,484424,469777,950744,"1690585","202978",6540490,"All industry total ",9,75800,1906.483,1.906483,"MW",NA,0
"Nebraska",2017,992696.666666667,67.3583333333333,190205,489806,466655,956576,"1695611","209886",6786961,"All industry total ",9,74760,1916.998,1.916998,"MW",NA,0
"Nebraska",2018,1006100.41666667,67.7916666666667,189837,494822,462263,960937,"1697961","215879",7221790,"All industry total ",9,83110,1925.512,1.925512,"MW",NA,0
"Nebraska",2019,1018812.5,68.1833333333333,188903,498636,457744,964970,"1700827","221125",6933545,"All industry total ",9,88560,1932.571,1.932571,"MW",NA,0
"Nebraska",2020,1003157,66.6416666666667,189626,507342,463815,986817,"1724413","235875",2833778,"All industry total ",9,86660,1963.387,1.963387,"MW",NA,0
"Nebraska",2021,1021411.25,67.5833333333333,189270,509768,458839,987755,"1721897","241690",4693146,"All industry total ",9,89680,1964.537,1.964537,"MW",NA,0
"Nebraska",2022,1034086.83333333,68.0583333333333,192106,511673,454198,991485,"1723658","249984",8396342,"All industry total ",9,83540,1972.246,1.972246,"MW",NA,0
"Nevada",2000,1026729.25,67.425,182316,632738,466071,1028426,"1697938","400260",6099779,"All industry total ",5.15,78240,2018.741,2.018741,"W",2016,0
"Nevada",2001,1055538.75,66.8333333333333,190232,648880,492786,1067549,"1751909","433396",6256270,"All industry total ",5.15,75920,2098.399,2.098399,"W",2016,0
"Nevada",2002,1069790.58333333,65.4416666666667,195507,663253,520577,1104027,"1801308","465381",6765728,"All industry total ",5.15,74250,2173.791,2.173791,"W",2016,0
"Nevada",2003,1089709.66666667,64.4666666666667,202535,677529,547060,1140715,"1850553","495379",6837705,"All industry total ",5.15,73100,2248.85,2.24885,"W",2016,0
"Nevada",2004,1126064.33333333,64.125,211757,701910,577519,1189636,"1915799","531663",8528595,"All industry total ",5.15,74500,2346.222,2.346222,"W",2016,0
"Nevada",2005,1177612.5,64.7333333333333,220418,724049,604338,1233297,"1968095","570527",10023947,"All industry total ",5.15,73950,2432.143,2.432143,"W",2016,0
"Nevada",2006,1239171.41666667,65.8,229614,747896,630330,1278665,"2022570","613429",10447251,"All industry total ",5.15,77930,2522.658,2.522658,"W",2016,0
"Nevada",2007,1282645.5,66.175,237590,765237,653436,1317020,"2067437","653390",10929741,"All industry total ",6.15,78560,2601.072,2.601072,"W",2016,0
"Nevada",2008,1278565.33333333,64.6916666666667,244687,774847,668457,1343029,"2092646","681879",11023199,"All industry total ",6.33,76750,2653.63,2.65363,"W",2016,0
"Nevada",2009,1207416.33333333,60.3916666666667,246657,774536,682208,1357047,"2104015","703367",10268094,"All industry total ",6.85,72400,2684.665,2.684665,"W",2016,0
"Nevada",2010,1171975,56.8666666666667,248604,769163,694244,1364152,"2105660","718433",10689553,"All industry total ",7.55,71090,2702.483,2.702483,"W",2016,0
"Nevada",2011,1179541.16666667,56.375,248116,765533,702127,1367927,"2104809","729669",11121705,"All industry total ",8.25,63350,2713.114,2.713114,"W",2016,0
"Nevada",2012,1207821.91666667,56.8916666666667,250959,769868,707161,1383037,"2116710","744591",10851845,"All industry total ",8.25,62540,2744.67,2.74467,"W",2016,0
"Nevada",2013,1234348.5,57.2916666666667,251353,774862,713620,1397895,"2130314","761785",11616064,"All industry total ",8.25,67680,2776.956,2.776956,"W",2016,0
"Nevada",2014,1267421.41666667,57.825,250784,783988,723367,1417645,"2149453","780367",11904566,"All industry total ",8.25,64190,2818.935,2.818935,"W",2016,0
"Nevada",2015,1301280.58333333,58.2166666666667,247739,797133,735505,1441092,"2172373","804258",12587739,"All industry total ",8.25,66990,2868.531,2.868531,"W",2016,0
"Nevada",2016,1332376.33333333,58.45,246151,810748,748175,1465784,"2194599","827083",14166632,"All industry total ",8.25,70770,2919.555,2.919555,"W",2016,1
"Nevada",2017,1371841.66666667,59.425,246394,827501,758855,1491237,"2216986","850391",14523284,"All industry total ",8.25,72820,2972.097,2.972097,"W",2016,1
"Nevada",2018,1429195.75,60.6083333333333,248680,846878,769433,1520265,"2246756","875341",16199152,"All industry total ",8.25,76090,3030.725,3.030725,"W",2016,1
"Nevada",2019,1482810.25,61.5416666666667,251775,867783,778801,1549505,"2276023","901514",16610076,"All industry total ",8.25,85930,3090.771,3.090771,"W",2016,1
